idx,meci_type
0106_2,Twist
0945_2,Ethylidene_Straight
0592_2,Twist
0143_2,Twist
0900_2,Ethylidene_Straight
0757_3,Twist
0386_3,Ethylidene_Bent
0712_3,Ethylidene_Straight
0610_4,Ethylidene_Bent
0791_5,Ethylidene_Straight
0207_2,Tilted_saddle
0242_2,Twist
0693_2,Ethylidene_Straight
0839_3,Twist
0535_5,H_Dissociation
0399_4,Ethylidene_Bent
0472_2,Ethylidene_Bent
0013_10,CC_Dissociation
0437_2,H_Dissociation
0513_6,Ethylidene_Straight
0122_3,Ethylidene_Bent
0006_7,Ethylidene_Straight
0924_3,Ethylidene_Bent
0826_4,H_Dissociation
0863_4,Ethylidene_Straight
0020_4,Twist
0634_5,Ethylidene_Bent
0773_2,CC_Dissociation
0736_2,Ethylidene_Bent
0858_2,Ethylidene_Straight
0266_3,Ethylidene_Bent
0364_4,Twist
0321_4,Twist
0533_3,Twist
0820_2,Twist
0063_2,Ethylidene_Straight
0865_2,Twist
0026_2,Twist
0359_4,Ethylidene_Straight
0775_4,Twist
0898_2,Ethylidene_Straight
0632_3,Twist
0677_3,Ethylidene_Straight
0382_7,Ethylidene_Straight
0362_2,Ethylidene_Straight
0919_3,Twist
0327_2,H_Dissociation
0058_4,Ethylidene_Bent
0517_2,Twist
0552_2,Ethylidene_Straight
0183_2,H_Dissociation
0100_4,Twist
0943_4,Ethylidene_Straight
0594_4,Twist
0906_4,Twist
0047_3,Twist
0804_3,Ethylidene_Bent
0496_3,Twist
0841_3,Twist
0616_2,Ethylidene_Bent
0653_2,Ethylidene_Bent
0751_5,Ethylidene_Straight
0569_4,Twist
0797_3,H_Dissociation
0346_3,Twist
0346_2,Twist
0797_2,Ethylidene_Bent
0303_2,Twist
0039_4,Ethylidene_Straight
0751_4,Ethylidene_Straight
0616_3,Ethylidene_Straight
0653_3,Ethylidene_Straight
0496_2,Ethylidene_Straight
0804_2,Ethylidene_Bent
0047_2,Twist
0841_2,Twist
0002_2,Ethylidene_Bent
0338_4,Ethylidene_Straight
0450_4,Twist
0081_4,Ethylidene_Bent
0517_3,Ethylidene_Bent
0183_3,H_Dissociation
0552_3,Ethylidene_Bent
0919_2,Twist
0362_3,Ethylidene_Straight
0327_3,H_Dissociation
0632_2,H_Dissociation
0898_3,Ethylidene_Bent
0382_6,Ethylidene_Straight
0677_2,Ethylidene_Straight
0775_5,Twist
0124_4,Ethylidene_Bent
0063_3,Ethylidene_Straight
0820_3,Twist
0026_3,Ethylidene_Bent
0865_3,Ethylidene_Straight
0533_2,Twist
0576_2,Ethylidene_Bent
0609_4,Ethylidene_Bent
0223_2,Twist
0858_3,Twist
0266_2,H_Dissociation
0773_3,CC_Dissociation
0736_3,Ethylidene_Bent
0634_4,Ethylidene_Straight
0020_5,Twist
0863_5,Ethylidene_Bent
0006_6,Ethylidene_Bent
0122_2,Ethylidene_Bent
0167_2,Twist
0924_2,Ethylidene_Straight
0513_7,Ethylidene_Straight
0013_11,CC_Dissociation
0535_4,H_Dissociation
0399_5,Ethylidene_Bent
0207_3,Ethylidene_Straight
0693_3,Ethylidene_Bent
0242_3,Twist
0791_4,Ethylidene_Bent
0610_5,Ethylidene_Bent
0386_2,Ethylidene_Bent
0757_2,Twist
0636_6,H_Dissociation
0712_2,Twist
0945_3,Ethylidene_Straight
0106_3,Twist
0900_3,Ethylidene_Bent
0143_3,Twist
0592_3,Twist
0490_4,Ethylidene_Straight
0802_4,Ethylidene_Straight
0956_9,Ethylidene_Bent
0511_5,Ethylidene_Straight
0456_2,Twist
0087_2,H_Dissociation
0413_2,H_Dissociation
0881_2,Twist
0120_4,Ethylidene_Bent
0067_3,Twist
0824_3,Ethylidene_Bent
0022_3,Twist
0861_3,Ethylidene_Bent
0537_2,H_Dissociation
0572_2,Ethylidene_Bent
0648_4,Ethylidene_Straight
0759_9,CC_Dissociation
0299_4,CC_Dissociation
0839_6,Ethylidene_Straight
0366_3,Ethylidene_Bent
0958_2,Twist
0323_3,Twist
0636_2,H_Dissociation
0673_2,Twist
0198_4,H_Dissociation
0771_5,Twist
0549_4,H_Dissociation
0492_2,Twist
0800_2,Twist
0043_2,Ethylidene_Straight
0845_2,Twist
0006_2,Ethylidene_Straight
0902_5,H_Dissociation
0379_4,Twist
0454_4,Ethylidene_Bent
0629_5,HH_Dissociation
0013_15,CC_Dissociation
0513_3,Ethylidene_Straight
0187_3,Ethylidene_Straight
0342_2,Twist
0939_3,Ethylidene_Straight
0793_2,Twist
0307_2,Twist
0078_4,Ethylidene_Bent
0384_4,Twist
0710_4,CC_Dissociation
0612_3,Twist
0657_3,Twist
0941_3,Ethylidene_Straight
0102_3,Twist
0147_3,Ethylidene_Bent
0596_3,H_Dissociation
0820_7,Twist
0806_4,Ethylidene_Bent
0000_4,Twist
0452_2,Twist
0083_2,Twist
0417_2,Twist
0878_2,H_Dissociation
0203_3,Ethylidene_Bent
0246_3,Twist
0344_4,Twist
0301_4,Twist
0382_2,Ethylidene_Bent
0753_2,Twist
0061_5,Ethylidene_Bent
0126_2,Ethylidene_Straight
0163_2,Twist
0920_2,Twist
0552_7,Ethylidene_Straight
0476_3,Twist
0158_4,HH_Dissociation
0227_2,Twist
0262_2,H_Dissociation
0819_3,Ethylidene_Straight
0777_3,H_Dissociation
0653_7,Ethylidene_Bent
0630_4,Ethylidene_Bent
0675_4,Ethylidene_Bent
0630_5,Ethylidene_Straight
0653_6,Ethylidene_Bent
0777_2,H_Dissociation
0732_2,Ethylidene_Bent
0227_3,Ethylidene_Straight
0819_2,Twist
0262_3,H_Dissociation
0360_4,Twist
0709_4,H_Dissociation
0476_2,Twist
0552_6,Ethylidene_Straight
0433_2,Ethylidene_Straight
0126_3,Ethylidene_Straight
0920_3,Twist
0163_3,Ethylidene_Bent
0061_4,Ethylidene_Bent
0753_3,Twist
0382_3,Ethylidene_Straight
0280_4,Twist
0651_4,Twist
0203_2,Ethylidene_Bent
0878_3,Ethylidene_Bent
0246_2,Ethylidene_Straight
0697_2,Ethylidene_Straight
0083_3,Twist
0452_3,Twist
0885_3,Ethylidene_Straight
0417_3,Twist
0550_4,H_Dissociation
0181_4,Ethylidene_Bent
0000_5,Twist
0102_2,H_Dissociation
0941_2,H_Dissociation
0820_6,Ethylidene_Bent
0596_2,H_Dissociation
0147_2,Ethylidene_Bent
0904_2,Twist
0612_2,Twist
0657_2,Twist
0382_10,Ethylidene_Straight
0710_5,CC_Dissociation
0240_4,Twist
0078_5,H_Dissociation
0793_3,Twist
0939_2,Ethylidene_Straight
0342_3,Ethylidene_Bent
0307_3,Ethylidene_Straight
0513_2,Twist
0013_14,CC_Dissociation
0556_2,Twist
0187_2,Ethylidene_Bent
0454_5,Ethylidene_Bent
0629_4,Ethylidene_Bent
0104_4,Ethylidene_Straight
0902_4,Ethylidene_Bent
0043_3,Ethylidene_Bent
0800_3,Ethylidene_Bent
0492_3,Ethylidene_Bent
0006_3,Ethylidene_Straight
0845_3,Twist
0549_5,Ethylidene_Bent
0771_4,Twist
0734_4,Ethylidene_Straight
0636_3,Ethylidene_Bent
0673_3,Twist
0366_2,Twist
0839_7,Ethylidene_Bent
0323_2,Twist
0470_4,H_Dissociation
0759_8,CC_Dissociation
0537_3,Twist
0572_3,Ethylidene_Straight
0824_2,Ethylidene_Bent
0067_2,H_Dissociation
0861_2,Ethylidene_Straight
0022_2,Twist
0318_4,Twist
0106_4,Twist
0945_4,Ethylidene_Bent
0592_4,CC_Dissociation
0143_4,Ethylidene_Straight
0900_4,Ethylidene_Bent
0041_3,H_Dissociation
0802_3,Ethylidene_Straight
0279_2,Twist
0490_3,Ethylidene_Bent
0004_3,H_Dissociation
0511_2,Twist
0729_3,Twist
0554_2,H_Dissociation
0693_4,Ethylidene_Bent
0839_5,Twist
0791_3,Ethylidene_Bent
0178_2,Ethylidene_Bent
0305_3,Ethylidene_Straight
0428_3,Twist
0610_2,H_Dissociation
0284_2,H_Dissociation
0655_2,Ethylidene_Bent
0712_5,Ethylidene_Bent
0826_2,Ethylidene_Straight
0065_2,Ethylidene_Straight
0863_2,Twist
0020_2,Ethylidene_Straight
0328_10,Ethylidene_Bent
0013_16,CC_Dissociation
0629_6,HH_Dissociation
0535_3,H_Dissociation
0748_2,Twist
0399_2,Ethylidene_Straight
0570_3,Twist
0364_2,Twist
0321_2,Ethylidene_Bent
0119_3,Ethylidene_Straight
0858_4,Twist
0773_4,Twist
0634_3,Ethylidene_Straight
0710_7,CC_Dissociation
0671_3,Twist
0098_2,Twist
0449_2,Twist
0124_3,Ethylidene_Straight
0788_2,H_Dissociation
0161_3,Ethylidene_Straight
0359_2,Ethylidene_Straight
0820_4,Twist
0063_4,Ethylidene_Bent
0865_4,Ethylidene_Straight
0026_4,Ethylidene_Straight
0474_2,H_Dissociation
0609_3,Ethylidene_Straight
0225_3,Ethylidene_Bent
0058_2,Ethylidene_Straight
0260_3,Twist
0489_2,CC_Dissociation
0632_5,Twist
0775_2,Twist
0730_2,Twist
0338_3,Ethylidene_Straight
0100_2,Ethylidene_Straight
0943_2,Ethylidene_Straight
0906_2,Twist
0668_2,Ethylidene_Bent
0081_3,Twist
0450_3,Ethylidene_Straight
0887_3,Twist
0415_3,Ethylidene_Straight
0517_4,Ethylidene_Bent
0552_4,Ethylidene_Straight
0201_2,H_Dissociation
0039_3,Twist
0244_2,Ethylidene_Straight
0695_2,Twist
0751_3,Ethylidene_Bent
0569_2,Twist
0714_3,Ethylidene_Straight
0616_4,Ethylidene_Bent
0653_4,Ethylidene_Bent
0653_5,Ethylidene_Bent
0569_3,Twist
0751_2,Twist
0714_2,Twist
0039_2,Ethylidene_Straight
0201_3,Ethylidene_Straight
0695_3,Twist
0244_3,Ethylidene_Bent
0552_5,Ethylidene_Straight
0450_2,Ethylidene_Bent
0081_2,Twist
0415_2,Ethylidene_Straight
0887_2,Twist
0943_3,Ethylidene_Straight
0100_3,Twist
0338_2,Ethylidene_Straight
0906_3,Twist
0594_3,H_Dissociation
0496_4,Twist
0841_4,Twist
0775_3,Twist
0730_3,Twist
0508_2,Ethylidene_Bent
0632_4,Twist
0677_4,Twist
0225_2,Ethylidene_Straight
0260_2,Twist
0058_3,Ethylidene_Bent
0474_3,H_Dissociation
0609_2,Ethylidene_Bent
0063_5,Ethylidene_Bent
0820_5,Twist
0026_5,Ethylidene_Bent
0865_5,Twist
0124_2,Ethylidene_Bent
0359_3,Ethylidene_Straight
0161_2,Twist
0922_2,H_Dissociation
0710_6,CC_Dissociation
0634_2,Ethylidene_Straight
0449_3,Twist
0098_3,Ethylidene_Bent
0671_2,Twist
0858_5,Twist
0364_3,Twist
0119_2,Ethylidene_Bent
0535_2,Twist
0570_2,Twist
0399_3,Ethylidene_Straight
0748_3,Twist
0013_17,CC_Dissociation
0122_4,Ethylidene_Bent
0826_3,Ethylidene_Straight
0020_3,Ethylidene_Bent
0863_3,Ethylidene_Straight
0218_2,H_Dissociation
0712_4,Ethylidene_Straight
0610_3,H_Dissociation
0428_2,Twist
0549_6,Twist
0655_3,H_Dissociation
0340_2,H_Dissociation
0178_3,Ethylidene_Bent
0305_2,Ethylidene_Straight
0839_4,Twist
0693_5,Ethylidene_Bent
0456_4,Twist
0413_4,Ethylidene_Straight
0881_4,Twist
0729_2,Twist
0511_3,Ethylidene_Straight
0554_3,Twist
0490_2,Ethylidene_Straight
0279_3,Ethylidene_Bent
0802_2,Ethylidene_Bent
0041_2,H_Dissociation
0847_2,Twist
0004_2,H_Dissociation
0945_5,Ethylidene_Bent
0592_5,CC_Dissociation
0553_2,Twist
0182_2,Twist
0516_2,Twist
0414_5,Ethylidene_Straight
0669_4,Ethylidene_Straight
0144_4,Ethylidene_Straight
0339_5,Ethylidene_Straight
0840_3,Twist
0805_3,Twist
0046_3,Ethylidene_Bent
0497_3,Twist
0776_6,Ethylidene_Straight
0283_2,Ethylidene_Bent
0652_2,Twist
0617_2,Twist
0715_5,Twist
0245_4,Ethylidene_Straight
0302_3,H_Dissociation
0263_7,Ethylidene_Straight
0796_3,Twist
0347_3,Ethylidene_Straight
0475_4,Ethylidene_Bent
0940_6,Ethylidene_Straight
0027_2,Ethylidene_Bent
0864_2,Ethylidene_Bent
0146_6,CC_Dissociation
0821_2,Twist
0923_5,H_Dissociation
0125_5,Ethylidene_Straight
0633_3,Ethylidene_Straight
0899_2,Ethylidene_Bent
0326_2,Twist
0363_2,H_Dissociation
0918_3,Ethylidene_Bent
0488_4,Twist
0436_2,Twist
0473_2,Ethylidene_Bent
0166_3,Ethylidene_Bent
0925_3,H_Dissociation
0123_3,Twist
0021_4,Ethylidene_Bent
0064_4,Ethylidene_Straight
0827_4,H_Dissociation
0670_5,Ethylidene_Bent
0737_2,H_Dissociation
0772_2,Twist
0938_6,H_Dissociation
0267_3,Ethylidene_Straight
0859_2,Ethylidene_Straight
0222_3,Ethylidene_Bent
0320_4,Twist
0118_5,Ethylidene_Bent
0365_4,Twist
0880_3,Ethylidene_Bent
0412_3,H_Dissociation
0086_3,Ethylidene_Bent
0510_4,Ethylidene_Bent
0728_5,Twist
0005_5,Ethylidene_Bent
0151_8,Ethylidene_Bent
0593_2,Ethylidene_Straight
0901_2,Ethylidene_Straight
0142_2,Twist
0944_2,Twist
0107_2,Twist
0713_3,Ethylidene_Straight
0756_3,Ethylidene_Straight
0285_4,Ethylidene_Bent
0790_5,Ethylidene_Bent
0243_2,H_Dissociation
0838_3,Ethylidene_Straight
0692_2,Twist
0206_2,Ethylidene_Bent
0838_2,Twist
0206_3,Ethylidene_Straight
0790_4,Ethylidene_Bent
0713_2,H_Dissociation
0387_2,Twist
0756_2,H_Dissociation
0142_3,Twist
0593_3,Ethylidene_Bent
0107_3,Twist
0944_3,Twist
0005_4,Ethylidene_Bent
0846_4,Twist
0728_4,Twist
0412_2,Ethylidene_Bent
0880_2,Ethylidene_Bent
0457_2,Ethylidene_Straight
0086_2,Ethylidene_Straight
0118_4,Ethylidene_Bent
0320_5,Twist
0365_5,Twist
0267_2,Twist
0222_2,Ethylidene_Bent
0859_3,Twist
0737_3,Ethylidene_Bent
0670_4,Twist
0635_4,H_Dissociation
0827_5,H_Dissociation
0925_2,H_Dissociation
0166_2,Ethylidene_Straight
0123_2,Twist
0436_3,Twist
0473_3,Ethylidene_Straight
0224_4,Ethylidene_Bent
0326_3,Twist
0918_2,Ethylidene_Bent
0363_3,Twist
0676_2,Twist
0899_3,Ethylidene_Bent
0633_2,Ethylidene_Straight
0923_4,H_Dissociation
0125_4,Ethylidene_Straight
0864_3,Twist
0821_3,Ethylidene_Bent
0146_7,CC_Dissociation
0532_2,H_Dissociation
0608_4,H_Dissociation
0475_5,Ethylidene_Straight
0302_2,Ethylidene_Bent
0347_2,Ethylidene_Straight
0263_6,Ethylidene_Straight
0245_5,Ethylidene_Straight
0715_4,Twist
0652_3,Twist
0283_3,Ethylidene_Straight
0617_3,Twist
0003_2,Ethylidene_Bent
0840_2,Twist
0497_2,Ethylidene_Straight
0046_2,Ethylidene_Straight
0805_2,Twist
0339_4,Ethylidene_Bent
0414_4,Twist
0451_4,CC_Dissociation
0669_5,Ethylidene_Bent
0182_3,Twist
0553_3,Ethylidene_Bent
0516_3,Twist
0575_2,H_Dissociation
0530_2,Ethylidene_Bent
0414_6,Twist
0477_5,H_Dissociation
0127_4,Twist
0866_3,Ethylidene_Bent
0025_3,Twist
0689_2,H_Dissociation
0823_3,Twist
0060_3,Ethylidene_Bent
0258_2,H_Dissociation
0674_2,Ethylidene_Bent
0715_6,Ethylidene_Bent
0409_3,H_Dissociation
0631_2,Ethylidene_Bent
0776_5,Ethylidene_Bent
0263_4,Ethylidene_Bent
0818_5,Ethylidene_Bent
0324_3,Twist
0159_2,Ethylidene_Bent
0361_3,Twist
0588_2,Twist
0416_4,Ethylidene_Bent
0769_2,Twist
0180_3,Ethylidene_Bent
0551_3,Twist
0514_3,Ethylidene_Straight
0239_3,H_Dissociation
0125_6,Ethylidene_Straight
0842_2,H_Dissociation
0495_2,Twist
0044_2,Twist
0807_2,Twist
0146_5,CC_Dissociation
0103_5,Ethylidene_Bent
0940_5,Ethylidene_Straight
0383_4,Ethylidene_Bent
0752_4,Twist
0650_3,Ethylidene_Straight
0281_3,Ethylidene_Straight
0468_2,Ethylidene_Bent
0300_2,Twist
0345_2,Twist
0794_2,Ethylidene_Bent
0410_2,Ethylidene_Straight
0882_2,Twist
0628_3,Ethylidene_Straight
0455_2,H_Dissociation
0084_2,H_Dissociation
0903_3,Ethylidene_Straight
0378_2,H_Dissociation
0827_7,H_Dissociation
0591_3,Twist
0946_3,Twist
0042_4,Twist
0529_3,H_Dissociation
0711_2,Ethylidene_Straight
0385_2,H_Dissociation
0754_2,Ethylidene_Straight
0079_2,Ethylidene_Bent
0241_3,Twist
0204_3,Ethylidene_Bent
0792_4,Ethylidene_Straight
0938_5,H_Dissociation
0434_3,Ethylidene_Straight
0728_6,Ethylidene_Straight
0649_2,Ethylidene_Bent
0298_2,H_Dissociation
0471_3,Ethylidene_Bent
0573_4,H_Dissociation
0860_5,Ethylidene_Straight
0023_5,Ethylidene_Straight
0927_2,Twist
0164_2,Twist
0319_3,H_Dissociation
0121_2,Ethylidene_Bent
0770_3,Ethylidene_Straight
0199_2,Twist
0548_2,Ethylidene_Straight
0265_2,Twist
0790_6,Ethylidene_Bent
0220_2,Twist
0018_3,Ethylidene_Bent
0790_7,Ethylidene_Bent
0265_3,Twist
0018_2,H_Dissociation
0220_3,Twist
0735_2,Twist
0548_3,Ethylidene_Bent
0770_2,Twist
0164_3,Twist
0927_3,Ethylidene_Bent
0121_3,Ethylidene_Bent
0319_2,Ethylidene_Bent
0023_4,Ethylidene_Bent
0860_4,Ethylidene_Bent
0066_4,Twist
0434_2,H_Dissociation
0471_2,Twist
0298_3,H_Dissociation
0649_3,H_Dissociation
0938_4,H_Dissociation
0241_2,Twist
0079_3,Ethylidene_Bent
0204_2,Ethylidene_Bent
0320_6,Twist
0529_2,Ethylidene_Straight
0754_3,Ethylidene_Bent
0385_3,Ethylidene_Straight
0287_4,H_Dissociation
0656_4,H_Dissociation
0591_2,Twist
0827_6,H_Dissociation
0378_3,Ethylidene_Straight
0903_2,Ethylidene_Bent
0140_2,H_Dissociation
0946_2,Twist
0105_2,Ethylidene_Bent
0628_2,Ethylidene_Straight
0882_3,Ethylidene_Bent
0410_3,Twist
0084_3,Ethylidene_Bent
0455_3,H_Dissociation
0186_4,Ethylidene_Straight
0247_4,Ethylidene_Bent
0138_2,Twist
0300_3,Twist
0794_3,Ethylidene_Straight
0345_3,Twist
0281_2,Ethylidene_Bent
0650_2,Ethylidene_Straight
0615_2,H_Dissociation
0383_5,Ethylidene_Bent
0146_4,Twist
0940_4,Ethylidene_Bent
0103_4,Ethylidene_Bent
0842_3,H_Dissociation
0239_2,H_Dissociation
0807_3,Twist
0044_3,Twist
0495_3,Twist
0551_2,Twist
0180_2,Twist
0475_6,Ethylidene_Straight
0769_3,Twist
0514_2,Twist
0416_5,Ethylidene_Bent
0324_2,Twist
0588_3,Twist
0361_2,Twist
0159_3,Ethylidene_Bent
0245_6,Ethylidene_Bent
0818_4,Twist
0263_5,Ethylidene_Bent
0776_4,Ethylidene_Straight
0674_3,Ethylidene_Bent
0631_3,Ethylidene_Straight
0409_2,Ethylidene_Bent
0715_7,Ethylidene_Bent
0025_2,Twist
0866_2,Ethylidene_Straight
0258_3,H_Dissociation
0060_2,Ethylidene_Bent
0823_2,Twist
0689_3,H_Dissociation
0432_4,Ethylidene_Bent
0477_4,Ethylidene_Straight
0575_3,H_Dissociation
0708_2,Twist
0530_3,Ethylidene_Straight
0951_8,Ethylidene_Bent
0595_2,Twist
0907_2,Twist
0144_2,Ethylidene_Bent
0339_3,Ethylidene_Straight
0942_2,Twist
0101_2,Twist
0886_3,Twist
0414_3,Ethylidene_Bent
0080_3,Ethylidene_Bent
0669_2,Twist
0451_3,Twist
0553_4,Ethylidene_Straight
0516_4,Twist
0694_2,Twist
0200_2,Twist
0038_3,Twist
0715_3,Twist
0631_7,HH_Dissociation
0750_3,Ethylidene_Straight
0568_2,H_Dissociation
0652_4,Ethylidene_Straight
0617_4,Twist
0160_3,H_Dissociation
0923_3,H_Dissociation
0789_2,Ethylidene_Straight
0495_7,Twist
0358_2,Twist
0125_3,Ethylidene_Straight
0821_4,Twist
0430_2,Twist
0608_3,H_Dissociation
0475_2,Ethylidene_Straight
0059_2,Twist
0488_2,Twist
0261_3,H_Dissociation
0224_3,Ethylidene_Straight
0363_4,Twist
0633_5,Twist
0731_2,Ethylidene_Bent
0774_2,Ethylidene_Straight
0219_3,Twist
0021_2,H_Dissociation
0862_2,Twist
0064_2,Ethylidene_Bent
0827_2,H_Dissociation
0473_4,Ethylidene_Bent
0749_2,Twist
0398_2,Twist
0534_3,Twist
0320_2,Ethylidene_Bent
0118_3,H_Dissociation
0365_2,Twist
0267_5,Ethylidene_Straight
0859_4,Ethylidene_Straight
0222_5,Ethylidene_Straight
0099_2,H_Dissociation
0670_3,Twist
0448_2,Twist
0635_3,H_Dissociation
0593_4,Ethylidene_Bent
0142_4,Ethylidene_Bent
0944_4,Ethylidene_Bent
0107_4,Twist
0846_3,Twist
0005_3,Ethylidene_Bent
0803_3,H_Dissociation
0040_3,Twist
0927_7,Ethylidene_Bent
0278_2,Twist
0555_2,Twist
0184_2,Ethylidene_Straight
0510_2,Twist
0728_3,Twist
0880_5,Ethylidene_Bent
0179_2,Ethylidene_Straight
0790_3,Ethylidene_Straight
0341_3,0341_3
0285_2,Ethylidene_Bent
0654_2,Ethylidene_Straight
0429_3,Twist
0611_2,H_Dissociation
0756_5,Ethylidene_Straight
0756_4,Ethylidene_Bent
0654_3,Twist
0285_3,Ethylidene_Bent
0611_3,H_Dissociation
0429_2,Twist
0304_2,Ethylidene_Bent
0341_2,Ethylidene_Bent
0790_2,Twist
0880_4,Ethylidene_Straight
0086_4,Ethylidene_Bent
0555_3,Ethylidene_Straight
0649_6,H_Dissociation_Ethylidene
0728_2,Ethylidene_Bent
0510_3,Twist
0005_2,Twist
0846_2,Ethylidene_Straight
0278_3,Twist
0927_6,Ethylidene_Bent
0491_2,Twist
0040_2,Twist
0803_2,H_Dissociation
0142_5,Ethylidene_Bent
0593_5,Ethylidene_Bent
0944_5,Ethylidene_Bent
0448_3,Twist
0670_2,Twist
0099_3,Twist
0635_2,H_Dissociation
0267_4,Ethylidene_Straight
0222_4,Ethylidene_Bent
0118_2,Ethylidene_Bent
0320_3,Ethylidene_Straight
0365_3,Twist
0398_3,Ethylidene_Straight
0571_2,H_Dissociation
0749_3,Twist
0534_2,H_Dissociation
0473_5,Ethylidene_Straight
0925_4,Ethylidene_Straight
0166_4,Ethylidene_Bent
0123_4,Twist
0862_3,Twist
0021_3,Ethylidene_Straight
0219_2,Twist
0827_3,Ethylidene_Bent
0064_3,Ethylidene_Straight
0731_3,Twist
0509_2,Ethylidene_Bent
0633_4,H_Dissociation
0261_2,Twist
0488_3,Twist
0059_3,Ethylidene_Bent
0224_2,Ethylidene_Straight
0608_2,Ethylidene_Bent
0430_3,Twist
0475_3,Ethylidene_Bent
0821_5,Ethylidene_Bent
0358_3,Ethylidene_Bent
0789_3,H_Dissociation
0923_2,H_Dissociation
0160_2,Twist
0125_2,Ethylidene_Straight
0652_5,Ethylidene_Bent
0617_5,Twist
0631_6,HH_Dissociation
0715_2,Twist
0381_2,Ethylidene_Bent
