idx,meci_type
0063_2,0067_5
0118_19,0120_2
0248_9,0263_14
0037_11,0236_15
0058_4,0236_15
0149_9,0236_15
0260_5,0198_2
0011_9,0133_8
0054_9,0120_2
0002_3,0198_2
0027_14,0236_15
0247_16,0065_7
0201_4,0133_8
0128_8,0072_16
0129_11,0067_5
0227_7,0263_14
0227_6,0263_14
0072_14,0263_14
0129_10,0067_5
0128_9,0120_2
0247_17,0065_7
0201_5,0133_8
0212_16,0236_15
0027_15,0236_15
0047_2,0198_2
0002_2,0198_2
0011_8,0067_5
0054_8,0236_15
0145_5,0236_15
0190_9,0190_8
0260_4,0236_15
0058_5,0236_15
0203_7,0067_5
0037_10,0120_2
0118_18,0120_2
0063_3,0067_5
0102_7,0236_15
0083_6,0120_2
0111_14,0120_2
0275_8,0236_15
0008_9,0133_8
0223_2,0120_2
0266_2,0158_3
0098_5,0236_15
0189_8,0236_15
0065_5,0067_5
0020_5,0133_8
0218_4,0236_15
0122_2,0198_2
0043_6,0133_8
0046_10,0120_2
0187_7,0263_14
0207_3,0236_15
0242_3,0133_8
0069_8,0004_6
0025_10,0120_2
0143_3,0133_8
0067_7,0120_2
0041_4,0067_5
0263_16,0065_7
0115_9,0120_2
0004_4,0198_2
0158_10,0236_15
0236_17,0236_15
0185_5,0133_8
0094_8,0120_2
0087_2,0236_15
0263_12,0263_14
0067_3,0067_5
0143_7,0067_5
0022_3,0236_15
0003_10,0120_2
0004_19,0120_2
0236_13,0067_5
0242_7,0133_8
0025_14,0067_5
0198_4,0198_3
0122_6,0120_2
0006_2,0236_15
0015_8,0133_8
0194_9,0120_2
0187_3,0198_2
0266_6,0133_8
0060_10,0065_7
0078_4,0120_2
0069_20,0069_19
0240_5,0133_8
0102_3,0067_5
0044_11,0236_15
0147_3,0236_15
0063_7,0236_15
0111_10,0133_8
0083_2,0067_5
0011_10,0133_8
0118_20,0236_15
0203_3,0133_8
0061_5,0133_8
0259_4,0133_8
0024_5,0236_15
0135_8,0263_14
0002_6,0158_3
0163_2,0236_15
0049_9,0236_15
0158_4,0067_5
0247_13,0065_7
0262_2,0120_2
0212_12,0236_15
0227_3,0133_8
0262_3,0120_2
0129_15,0263_14
0247_12,0120_2
0002_7,0120_2
0163_3,0120_2
0047_7,0263_14
0259_5,0133_8
0061_4,0263_14
0135_9,0133_8
0024_4,0236_15
0255_8,0120_2
0203_2,0067_5
0083_3,0067_5
0118_21,0236_15
0011_11,0236_15
0111_11,0263_14
0181_4,0236_15
0045_5,0263_14
0154_8,0120_2
0102_2,0067_5
0063_6,0067_5
0147_2,0236_15
0044_10,0236_15
0135_10,0120_2
0240_4,0158_3
0069_21,0120_2
0078_5,0120_2
0187_2,0198_2
0043_3,0133_8
0006_3,0133_8
0122_7,0120_2
0198_5,0236_15
0025_15,0072_16
0242_6,0120_2
0019_4,0120_2
0236_12,0120_2
0003_11,0236_15
0067_2,0067_5
0022_2,0236_15
0052_9,0236_15
0041_3,0236_15
0004_3,0198_2
0185_2,0198_2
0003_13,0236_15
0207_4,0236_15
0242_4,0120_2
0178_2,0120_2
0198_7,0236_15
0025_17,0129_13
0065_2,0198_2
0218_3,0133_8
0020_2,0198_2
0255_10,0255_9
0266_5,0133_8
0135_12,0263_14
0098_2,0067_5
0045_7,0120_2
0044_12,0065_7
0193_10,0065_7
0111_13,0120_2
0058_2,0236_15
0236_9,0120_2
0259_10,0263_14
0002_5,0236_15
0024_6,0236_15
0100_2,0067_5
0061_6,0004_6
0145_2,0198_2
0092_9,0120_2
0212_8,0133_8
0247_10,0067_5
0201_2,0198_2
0212_11,0236_15
0027_12,0011_14
0212_10,0133_8
0039_2,0072_15
0247_11,0120_2
0201_3,0236_15
0158_6,0133_8
0212_9,0236_15
0092_8,0065_7
0100_3,0067_5
0024_7,0236_15
0145_3,0133_8
0061_7,0120_2
0002_4,0133_8
0273_8,0236_15
0236_8,0067_5
0260_2,0067_5
0058_3,0236_15
0193_11,0236_15
0011_12,0133_8
0063_5,0120_2
0137_8,0120_2
0045_6,0120_2
0135_13,0263_14
0098_3,0067_5
0060_12,0065_7
0266_4,0133_8
0252_18,0263_17
0255_11,0072_16
0122_4,0067_5
0065_3,0067_5
0218_2,0198_2
0025_16,0236_15
0198_6,0133_8
0178_3,0120_2
0207_5,0236_15
0196_9,0263_14
0003_12,0236_15
0236_11,0120_2
0185_3,0067_5
0041_2,0198_2
0263_10,0120_2
0004_2,0198_2
0052_8,0236_15
0143_5,0120_2
0182_2,0198_2
0080_5,0133_8
0003_3,0198_2
0127_7,0120_2
0046_3,0011_14
0138_20,0194_8
0245_4,0133_8
0185_12,0236_15
0082_7,0263_14
0027_2,0067_5
0052_10,0236_15
0062_2,0120_2
0152_10,0236_15
0249_9,0236_15
0247_6,0067_5
0059_4,0133_8
0174_14,0120_2
0157_20,0236_15
0166_3,0120_2
0102_21,0067_5
0080_22,0072_16
0123_3,0263_14
0021_4,0072_16
0188_9,0263_14
0023_10,0133_8
0267_3,0236_15
0176_11,0263_14
0218_16,0072_16
0118_5,0158_3
0243_12,0236_15
0171_18,0072_15
0015_11,0072_16
0115_11,0067_5
0005_5,0133_8
0151_8,0069_19
0040_5,0067_5
0040_10,0236_15
0068_11,0120_2
0133_15,0194_8
0179_4,0133_8
0068_9,0194_8
0243_2,0067_5
0206_2,0133_8
0243_3,0198_2
0206_3,0067_5
0068_8,0236_15
0179_5,0158_3
0133_14,0120_2
0068_10,0194_8
0107_3,0236_15
0040_11,0236_15
0023_7,0133_8
0005_4,0045_4
0040_4,0158_3
0151_9,0120_2
0115_10,0067_5
0015_10,0263_14
0086_2,0198_2
0118_4,0067_5
0176_10,0129_13
0171_19,0236_15
0267_2,0236_15
0188_8,0263_14
0021_5,0129_13
0102_20,0236_15
0123_2,0120_2
0157_21,0236_15
0261_4,0236_15
0174_15,0133_8
0247_7,0067_5
0249_8,0120_2
0152_11,0236_15
0052_11,0236_15
0027_3,0067_5
0062_3,0120_2
0082_6,0263_14
0263_6,0067_5
0245_5,0133_8
0138_21,0120_2
0127_6,0120_2
0003_2,0067_5
0046_2,0198_2
0182_3,0120_2
0080_6,0133_8
0127_4,0120_2
0025_3,0158_3
0060_3,0236_15
0263_4,0133_8
0245_7,0236_15
0159_2,0198_2
0182_18,0236_15
0185_11,0236_15
0193_9,0236_15
0082_4,0067_5
0180_3,0198_2
0044_2,0067_5
0057_8,0263_14
0138_3,0198_2
0059_7,0133_8
0261_6,0120_2
0247_5,0067_5
0084_2,0067_5
0140_3,0120_2
0105_3,0067_5
0007_4,0236_15
0116_9,0194_8
0080_21,0263_14
0023_13,0236_15
0243_11,0236_15
0176_12,0236_15
0218_15,0120_2
0118_6,0067_5
0252_9,0158_3
0115_12,0120_2
0015_12,0120_2
0132_8,0236_15
0023_5,0067_5
0040_13,0236_15
0177_8,0120_2
0040_6,0133_8
0121_2,0236_15
0199_2,0198_2
0179_7,0263_14
0179_6,0067_5
0018_2,0236_15
0199_3,0004_6
0133_17,0194_8
0040_7,0067_5
0121_3,0236_15
0005_7,0067_5
0040_12,0236_15
0132_9,0236_15
0177_9,0133_8
0115_13,0120_2
0243_10,0120_2
0241_2,0236_15
0204_2,0067_5
0118_7,0133_8
0218_14,0236_15
0176_13,0236_15
0023_12,0236_15
0116_8,0065_7
0153_8,0133_8
0080_20,0129_13
0140_2,0120_2
0105_2,0067_5
0084_3,0133_8
0157_22,0236_15
0247_4,0067_5
0138_2,0198_2
0174_16,0263_14
0059_6,0133_8
0057_9,0067_5
0052_12,0236_15
0044_3,0067_5
0180_2,0198_2
0182_19,0120_2
0193_8,0120_2
0185_10,0236_15
0159_3,0067_5
0203_18,0203_19
0025_2,0198_2
0060_2,0198_2
0127_5,0120_2
0080_7,0120_2
0112_8,0198_2
0003_5,0067_5
0157_8,0067_5
0046_5,0120_2
0060_6,0133_8
0025_6,0004_6
0101_2,0236_15
0080_3,0236_15
0195_11,0065_7
0245_2,0198_2
0159_7,0133_8
0200_2,0120_2
0044_7,0120_2
0125_3,0236_15
0027_4,0067_5
0062_4,0120_2
0173_9,0236_15
0180_6,0067_5
0059_2,0067_5
0261_3,0067_5
0174_12,0120_2
0224_3,0065_7
0138_6,0133_8
0272_9,0236_15
0021_2,0072_16
0064_2,0120_2
0077_8,0236_15
0032_8,0072_16
0180_18,0194_8
0084_7,0236_15
0176_17,0236_15
0218_10,0120_2
0118_3,0067_5
0267_5,0236_15
0107_4,0120_2
0005_3,0133_8
0040_3,0067_5
0086_5,0236_15
0243_4,0067_5
0206_4,0120_2
0179_2,0133_8
0199_7,0133_8
0206_10,0120_2
0133_12,0067_5
0199_6,0120_2
0206_11,0120_2
0179_3,0067_5
0243_5,0133_8
0086_4,0263_14
0005_2,0198_2
0040_2,0198_2
0053_8,0120_2
0199_10,0236_15
0107_5,0120_2
0016_8,0133_8
0267_4,0236_15
0118_2,0067_5
0176_16,0120_2
0080_19,0236_15
0077_9,0236_15
0166_4,0120_2
0021_3,0072_16
0272_8,0120_2
0261_2,0067_5
0059_3,0120_2
0138_7,0236_15
0224_2,0065_7
0269_11,0065_7
0180_7,0067_5
0027_5,0067_5
0173_8,0120_2
0062_5,0120_2
0044_6,0067_5
0182_20,0120_2
0125_2,0236_15
0159_6,0236_15
0245_3,0133_8
0038_2,0038_3
0256_9,0120_2
0182_5,0133_8
0195_10,0120_2
0080_2,0067_5
0060_7,0067_5
0101_3,0236_15
0025_7,0133_8
0112_9,0218_6
0157_9,0067_5
0025_5,0067_5
0171_8,0067_5
0060_5,0198_2
0258_4,0120_2
0046_6,0133_8
0003_6,0236_15
0127_2,0067_5
0195_12,0263_17
0138_19,0120_2
0159_4,0133_8
0027_7,0236_15
0044_4,0067_5
0180_5,0133_8
0269_13,0203_6
0082_2,0198_2
0247_3,0067_5
0202_3,0236_15
0174_11,0194_8
0138_5,0158_3
0254_9,0120_2
0007_2,0236_15
0269_9,0120_2
0105_5,0198_2
0014_8,0194_8
0105_11,0038_3
0195_9,0067_5
0084_4,0236_15
0267_6,0236_15
0208_8,0120_2
0030_9,0120_2
0023_3,0133_8
0199_12,0236_15
0066_3,0236_15
0086_6,0236_15
0115_14,0120_2
0206_7,0120_2
0243_7,0120_2
0088_9,0236_15
0199_4,0133_8
0206_12,0120_2
0199_5,0120_2
0088_8,0120_2
0243_6,0133_8
0115_15,0120_2
0086_7,0236_15
0040_14,0236_15
0023_2,0067_5
0030_8,0120_2
0208_9,0236_15
0023_14,0236_15
0204_4,0133_8
0176_15,0236_15
0005_10,0236_15
0186_2,0120_2
0084_5,0066_2
0195_8,0067_5
0269_8,0120_2
0051_9,0236_15
0157_18,0263_14
0014_9,0067_5
0007_3,0236_15
0138_4,0120_2
0247_2,0067_5
0202_2,0236_15
0082_3,0198_2
0180_4,0004_6
0269_12,0203_6
0044_5,0236_15
0146_2,0236_15
0027_6,0067_5
0103_2,0261_5
0203_22,0273_11
0263_3,0067_5
0138_18,0120_2
0182_6,0133_8
0195_13,0263_17
0046_7,0067_5
0127_3,0067_5
0003_7,0067_5
0025_4,0067_5
0060_4,0236_15
0157_7,0129_13
0036_3,0236_15
0112_7,0067_5
0025_9,0133_8
0171_4,0067_5
0093_6,0120_2
0138_15,0067_5
0159_8,0236_15
0110_5,0069_19
0044_8,0133_8
0173_6,0067_5
0057_2,0067_5
0012_2,0236_15
0193_3,0158_3
0180_9,0120_2
0254_5,0218_6
0272_6,0067_5
0237_6,0120_2
0248_12,0263_14
0269_5,0067_5
0051_4,0067_5
0157_15,0236_15
0105_9,0120_2
0014_4,0236_15
0116_3,0198_2
0032_7,0133_8
0153_3,0067_5
0057_15,0120_2
0097_2,0120_2
0059_10,0072_16
0180_17,0120_2
0002_14,0236_15
0159_10,0133_8
0195_5,0067_5
0102_14,0067_5
0084_8,0236_15
0080_17,0120_2
0204_9,0129_13
0217_3,0236_15
0252_3,0240_6
0132_2,0067_5
0053_6,0263_14
0177_2,0067_5
0047_10,0120_2
0272_13,0133_8
0030_5,0198_2
0208_4,0263_14
0197_7,0263_14
0088_5,0067_5
0199_8,0263_14
0199_9,0236_15
0088_4,0067_5
0109_5,0120_2
0197_6,0236_15
0112_10,0133_16
0272_12,0133_8
0208_5,0067_5
0030_4,0198_2
0132_3,0198_2
0047_11,0120_2
0177_3,0067_5
0053_7,0120_2
0217_2,0236_15
0252_2,0198_2
0171_10,0171_9
0204_8,0236_15
0159_11,0236_15
0084_9,0236_15
0102_15,0067_5
0059_11,0067_5
0097_3,0120_2
0002_15,0120_2
0180_16,0194_8
0032_6,0133_8
0116_2,0198_2
0077_6,0236_15
0057_14,0120_2
0153_2,0198_2
0051_5,0067_5
0269_4,0067_5
0105_8,0236_15
0157_14,0133_8
0272_7,0067_5
0138_8,0236_15
0128_11,0120_2
0254_4,0067_5
0180_8,0263_14
0091_5,0072_16
0182_13,0198_2
0193_2,0067_5
0057_3,0067_5
0173_7,0067_5
0012_3,0120_2
0110_4,0069_19
0155_4,0067_5
0203_12,0133_8
0256_13,0236_15
0138_14,0120_2
0256_6,0236_15
0213_6,0263_14
0093_7,0120_2
0025_8,0133_8
0157_6,0236_15
0112_6,0120_2
0036_2,0236_15
0171_7,0171_9
0010_3,0236_15
0228_2,0236_15
0112_4,0067_5
0003_9,0120_2
0046_9,0133_8
0093_5,0236_15
0129_2,0198_2
0138_16,0236_15
0256_11,0067_5
0213_4,0182_4
0256_4,0194_8
0203_10,0236_15
0027_8,0120_2
0173_5,0067_5
0249_3,0067_5
0155_6,0236_15
0260_10,0069_19
0071_2,0120_2
0034_2,0011_14
0182_11,0067_5
0237_5,0120_2
0272_5,0120_2
0254_6,0236_15
0248_11,0065_7
0077_4,0133_8
0032_4,0120_2
0130_3,0263_14
0014_7,0067_5
0175_3,0120_2
0269_6,0067_5
0195_6,0067_5
0080_14,0004_6
0159_13,0236_15
0059_13,0236_15
0009_2,0236_15
0231_3,0120_2
0274_3,0120_2
0188_3,0067_5
0030_6,0067_5
0114_2,0120_2
0208_7,0263_14
0272_10,0236_15
0053_5,0263_14
0016_5,0120_2
0197_4,0027_13
0095_3,0067_5
0215_2,0120_2
0068_3,0120_2
0243_8,0120_2
0206_8,0120_2
0088_6,0067_5
0088_7,0067_5
0243_9,0236_15
0206_9,0120_2
0215_3,0120_2
0068_2,0198_2
0095_2,0067_5
0227_10,0263_14
0190_10,0190_8
0197_5,0236_15
0086_8,0236_15
0047_12,0263_14
0053_4,0263_14
0016_4,0120_2
0208_6,0133_8
0114_3,0120_2
0030_7,0067_5
0272_11,0065_7
0151_3,0194_8
0231_2,0120_2
0009_3,0236_15
0274_2,0120_2
0171_13,0120_2
0059_12,0263_14
0080_15,0120_2
0102_16,0120_2
0195_7,0133_8
0159_12,0236_15
0014_6,0133_8
0157_17,0236_15
0051_6,0067_5
0175_2,0067_5
0077_5,0236_15
0032_5,0120_2
0248_10,0263_14
0254_7,0194_8
0237_4,0120_2
0272_4,0236_15
0091_6,0072_16
0260_11,0120_2
0071_3,0120_2
0249_2,0198_2
0034_3,0236_15
0027_9,0158_3
0173_4,0236_15
0203_11,0133_8
0213_5,0072_15
0256_5,0120_2
0256_10,0120_2
0138_17,0120_2
0129_3,0133_8
0003_8,0120_2
0112_5,0067_5
0046_8,0133_8
0157_5,0133_8
0171_6,0067_5
0010_2,0236_15
0171_2,0198_2
0036_5,0236_15
0127_8,0120_2
0203_15,0120_2
0129_7,0120_2
0091_2,0236_15
0182_14,0236_15
0193_5,0067_5
0082_8,0236_15
0057_4,0067_5
0012_4,0120_2
0249_6,0120_2
0155_3,0067_5
0247_9,0120_2
0029_2,0120_2
0254_3,0067_5
0102_12,0273_11
0195_3,0067_5
0080_11,0133_8
0002_12,0236_15
0116_5,0067_5
0153_5,0120_2
0057_13,0120_2
0269_3,0236_15
0157_13,0067_5
0130_6,0263_14
0014_2,0198_2
0252_5,0067_5
0171_17,0236_15
0049_13,0236_15
0149_13,0236_15
0075_3,0236_15
0151_7,0069_19
0030_3,0198_2
0208_2,0198_2
0132_4,0236_15
0088_3,0067_5
0068_6,0004_6
0109_2,0120_2
0068_7,0004_6
0254_10,0120_2
0109_3,0120_2
0088_2,0067_5
0023_8,0133_8
0132_5,0133_8
0272_14,0263_17
0075_2,0236_15
0030_2,0198_2
0149_12,0236_15
0049_12,0236_15
0171_16,0236_15
0188_7,0236_15
0051_3,0067_5
0269_2,0198_2
0014_3,0067_5
0157_12,0133_8
0153_4,0133_8
0002_13,0072_16
0080_10,0120_2
0195_2,0067_5
0029_3,0120_2
0254_2,0198_2
0247_8,0067_5
0110_2,0065_7
0071_6,0120_2
0155_2,0133_8
0249_7,0120_2
0182_15,0236_15
0091_3,0120_2
0263_9,0263_14
0129_6,0133_8
0138_12,0120_2
0203_14,0133_8
0073_4,0236_15
0171_3,0236_15
0092_10,0120_2
0093_3,0067_5
0112_2,0067_5
0157_2,0067_5
0228_4,0236_15
0203_16,0072_16
0213_2,0120_2
0256_2,0198_2
0245_8,0129_13
0138_10,0198_3
0182_17,0240_6
0249_5,0236_15
0071_4,0120_2
0173_3,0198_2
0057_7,0133_8
0173_11,0236_15
0059_8,0133_8
0174_18,0236_15
0237_3,0120_2
0272_3,0133_8
0180_12,0158_3
0002_11,0263_14
0059_15,0120_2
0102_11,0133_8
0157_10,0072_15
0130_5,0263_14
0175_5,0120_2
0153_6,0120_2
0057_10,0120_2
0077_2,0198_2
0116_6,0120_2
0032_2,0198_2
0188_5,0067_5
0009_4,0038_3
0118_9,0236_15
0231_5,0120_2
0171_14,0120_2
0274_5,0120_2
0252_6,0067_5
0095_5,0120_2
0149_10,0236_15
0197_2,0198_2
0053_3,0004_6
0177_7,0133_8
0132_7,0236_15
0005_9,0120_2
0272_16,0129_13
0151_4,0194_8
0040_9,0263_14
0179_8,0263_14
0068_5,0067_5
0068_4,0120_2
0179_9,0236_15
0061_10,0236_15
0133_18,0194_8
0005_8,0236_15
0040_8,0263_14
0151_5,0194_8
0177_6,0236_15
0053_2,0198_2
0132_6,0133_8
0016_2,0198_2
0197_3,0133_8
0049_11,0236_15
0095_4,0120_2
0149_11,0236_15
0252_7,0133_8
0231_4,0120_2
0009_5,0038_3
0274_4,0120_2
0171_15,0236_15
0188_4,0067_5
0077_3,0198_2
0057_11,0236_15
0153_7,0133_8
0032_3,0120_2
0116_7,0065_7
0130_4,0263_14
0175_4,0133_8
0080_13,0133_8
0102_10,0236_15
0159_14,0236_15
0002_10,0263_14
0180_13,0133_8
0059_14,0236_15
0237_2,0120_2
0272_2,0198_2
0059_9,0133_8
0173_10,0236_15
0174_19,0065_7
0057_6,0067_5
0173_2,0198_2
0071_5,0120_2
0249_4,0067_5
0193_7,0067_5
0182_16,0133_8
0245_9,0263_14
0129_5,0236_15
0138_11,0198_2
0213_3,0133_8
0256_3,0067_5
0228_5,0236_15
0010_4,0236_15
0112_3,0067_5
0157_3,0067_5
0150_2,0236_15
0031_6,0072_16
0115_2,0067_5
0051_17,0236_15
0236_20,0236_15
0052_5,0133_8
0188_10,0236_15
0004_16,0236_15
0196_4,0067_5
0094_3,0067_5
0251_2,0263_14
0242_10,0133_8
0069_3,0198_2
0108_7,0263_14
0214_2,0067_5
0242_8,0072_16
0122_9,0133_8
0076_4,0120_2
0174_3,0198_2
0268_6,0120_2
0050_7,0120_2
0015_7,0133_8
0014_13,0236_15
0196_10,0263_14
0266_9,0263_14
0275_3,0067_5
0008_2,0198_2
0069_13,0236_15
0063_8,0236_15
0043_17,0133_8
0035_2,0067_5
0118_13,0133_8
0248_3,0198_2
0154_6,0236_15
0070_2,0236_15
0094_15,0120_2
0016_16,0236_15
0273_5,0120_2
0255_6,0120_2
0149_3,0067_5
0266_11,0236_15
0011_3,0067_5
0135_7,0067_5
0054_3,0067_5
0153_12,0236_15
0002_9,0067_5
0092_5,0065_7
0190_2,0067_5
0084_10,0236_15
0212_4,0198_2
0212_5,0067_5
0128_3,0133_8
0049_7,0236_15
0190_3,0133_8
0084_11,0236_15
0092_4,0067_5
0047_8,0236_15
0002_8,0067_5
0135_6,0133_8
0266_10,0236_15
0011_2,0198_2
0153_13,0236_15
0054_2,0067_5
0149_2,0067_5
0236_4,0004_6
0194_14,0236_15
0094_14,0120_2
0118_12,0236_15
0035_3,0236_15
0111_7,0067_5
0070_3,0236_15
0154_7,0236_15
0248_2,0198_2
0172_4,0120_2
0043_16,0120_2
0069_12,0236_15
0189_2,0067_5
0275_2,0198_2
0252_14,0120_2
0266_8,0263_14
0196_11,0236_15
0014_12,0236_15
0194_7,0263_14
0050_6,0120_2
0174_2,0198_2
0015_6,0129_14
0098_14,0120_2
0122_8,0120_2
0122_13,0120_2
0242_9,0072_16
0069_2,0198_2
0242_11,0120_2
0177_12,0120_2
0214_3,0067_5
0108_6,0158_3
0094_2,0067_5
0196_5,0004_6
0004_17,0072_16
0236_21,0261_5
0051_16,0236_15
0052_4,0067_5
0143_9,0067_5
0115_3,0133_8
0031_7,0072_16
0052_6,0236_15
0176_2,0198_2
0051_14,0120_2
0133_2,0198_2
0004_15,0236_15
0196_7,0133_8
0108_4,0236_15
0242_13,0072_16
0122_11,0120_2
0268_5,0273_11
0050_4,0263_14
0152_3,0198_2
0014_10,0067_5
0096_2,0236_15
0194_5,0120_2
0240_9,0120_2
0252_16,0120_2
0253_3,0133_8
0216_3,0067_5
0069_10,0236_15
0154_5,0067_5
0045_8,0263_14
0143_14,0120_2
0011_20,0072_16
0118_10,0072_15
0137_6,0236_15
0013_2,0236_15
0056_2,0120_2
0016_15,0236_15
0255_5,0236_15
0030_11,0236_15
0037_3,0067_5
0072_3,0067_5
0259_8,0120_2
0061_9,0236_15
0153_11,0236_15
0266_12,0236_15
0135_4,0004_6
0092_6,0120_2
0271_4,0120_2
0049_5,0067_5
0158_8,0065_7
0158_9,0236_15
0049_4,0067_5
0271_5,0120_2
0212_6,0067_5
0092_7,0194_8
0153_10,0236_15
0061_8,0120_2
0259_9,0236_15
0135_5,0004_6
0266_13,0236_15
0037_2,0067_5
0072_2,0198_2
0236_7,0133_8
0273_7,0236_15
0255_4,0198_2
0192_2,0236_15
0016_14,0236_15
0013_3,0236_15
0043_15,0194_8
0143_15,0236_15
0154_4,0158_3
0118_11,0133_8
0011_21,0236_15
0111_4,0133_8
0069_11,0236_15
0253_2,0198_2
0216_2,0067_5
0252_17,0236_15
0240_8,0236_15
0096_3,0236_15
0196_12,0120_2
0152_2,0067_5
0015_5,0133_8
0050_5,0263_14
0268_4,0120_2
0122_10,0120_2
0108_5,0133_8
0242_12,0120_2
0232_3,0236_15
0196_6,0133_8
0004_14,0120_2
0088_12,0120_2
0074_4,0236_15
0176_3,0182_4
0052_7,0263_14
0133_3,0067_5
0236_22,0236_15
0051_15,0236_15
0094_5,0067_5
0185_8,0158_3
0196_2,0198_2
0051_11,0236_15
0017_3,0236_15
0133_7,0133_8
0052_3,0067_5
0004_9,0158_3
0179_10,0236_15
0069_5,0067_5
0214_4,0067_5
0174_5,0133_8
0020_8,0120_2
0098_13,0129_13
0218_9,0236_15
0152_6,0158_3
0076_2,0236_15
0069_15,0133_8
0189_5,0263_14
0008_4,0067_5
0216_6,0067_5
0067_10,0120_2
0253_6,0236_15
0194_13,0133_8
0111_19,0236_15
0094_13,0133_8
0116_10,0194_8
0118_15,0072_16
0035_4,0120_2
0248_5,0182_4
0143_11,0236_15
0172_3,0120_2
0137_3,0067_5
0043_11,0129_13
0260_9,0069_19
0149_5,0236_15
0273_3,0240_6
0236_3,0133_8
0190_4,0194_8
0092_3,0067_5
0008_10,0133_8
0156_2,0263_14
0037_6,0133_8
0113_2,0236_15
0054_5,0133_8
0257_2,0236_15
0212_2,0067_5
0128_4,0129_13
0240_12,0194_8
0257_3,0236_15
0212_3,0198_2
0020_10,0190_12
0011_4,0133_8
0054_4,0067_5
0072_7,0236_15
0113_3,0236_15
0092_2,0198_2
0190_5,0236_15
0273_2,0067_5
0236_2,0198_2
0149_4,0067_5
0260_8,0236_15
0172_2,0120_2
0137_2,0198_2
0124_8,0133_8
0035_5,0120_2
0118_14,0133_8
0248_4,0133_8
0111_18,0236_15
0094_12,0133_8
0011_18,0120_2
0194_12,0046_4
0016_11,0263_14
0216_7,0120_2
0253_7,0236_15
0275_4,0194_8
0252_12,0067_5
0008_5,0067_5
0098_9,0067_5
0189_4,0133_8
0132_10,0236_15
0069_14,0236_15
0032_10,0263_14
0076_3,0067_5
0152_7,0129_13
0065_9,0065_8
0174_4,0198_2
0098_12,0129_13
0069_4,0067_5
0214_5,0133_8
0179_11,0236_15
0122_15,0120_2
0115_5,0133_8
0004_8,0133_8
0051_10,0236_15
0176_6,0236_15
0052_2,0198_2
0196_3,0198_2
0185_9,0133_8
0004_13,0066_2
0094_6,0120_2
0236_19,0120_2
0031_3,0067_5
0115_7,0120_2
0074_3,0236_15
0263_18,0065_7
0067_9,0065_7
0176_4,0133_8
0051_12,0120_2
0133_4,0067_5
0122_17,0120_2
0108_2,0198_2
0214_7,0236_15
0069_6,0133_8
0232_4,0236_15
0194_3,0133_8
0096_4,0236_15
0152_5,0067_5
0043_8,0158_3
0098_10,0236_15
0015_2,0198_2
0268_3,0067_5
0050_2,0198_2
0189_6,0236_15
0069_16,0236_15
0253_5,0236_15
0216_5,0120_2
0008_7,0120_2
0252_10,0067_5
0275_6,0236_15
0094_10,0120_2
0090_2,0236_15
0083_8,0194_8
0016_13,0129_13
0194_10,0120_2
0102_9,0236_15
0248_6,0129_13
0154_3,0004_6
0143_12,0236_15
0111_3,0133_8
0118_16,0236_15
0203_9,0158_3
0255_3,0067_5
0149_6,0120_2
0028_2,0120_2
0190_7,0190_8
0011_6,0067_5
