idx,meci_type
0155_13,Type_1
0034_2,Type_2
0026_16,Type_2
0077_4,Type_2
0032_4,Type_1
0130_3,Type_1
0014_7,Type_1
0175_3,Type_1
0009_2,Type_1
0114_2,Type_2
0151_2,Type_2
0142_8,Type_1
0016_5,Type_1
0068_3,Type_2
0068_2,Type_2
0095_2,Type_2
0142_9,Type_1
0053_4,Type_1
0030_7,Type_1
0151_3,Type_2
0075_7,Type_1
0188_2,Type_3
0014_6,Type_1
0130_2,Type_1
0175_2,Type_1
0032_5,Type_1
0148_2,Type_1
0029_6,Type_1
0155_7,Type_1
0034_3,Type_2
0155_12,Type_1
0173_4,Type_1
0062_9,Type_1
0129_3,Type_1
0191_3,Type_1
0112_5,Type_1
0055_2,Type_1
0134_6,Type_1
0010_2,Type_1
0191_7,Type_1
0010_6,Type_1
0134_2,Type_1
0171_2,Type_2
0073_5,Type_1
0048_3,Type_2
0091_2,Type_2
0193_5,Type_1
0012_4,Type_1
0029_2,Type_1
0173_12,Type_1
0148_6,Type_1
0097_4,Type_1
0186_9,Type_1
0116_5,Type_2
0153_5,Type_1
0175_6,Type_1
0051_2,Type_1
0157_13,Type_1
0014_2,Type_1
0188_6,Type_1
0009_7,Type_2
0075_3,Type_1
0030_3,Type_1
0132_4,Type_2
0177_4,Type_1
0088_3,Type_1
0068_6,Type_1
0109_2,Type_1
0068_7,Type_1
0109_3,Type_1
0088_2,Type_1
0075_2,Type_1
0030_2,Type_1
0168_2,Type_2
0009_6,Type_1
0051_3,Type_1
0175_7,Type_1
0116_4,Type_2
0153_4,Type_2
0097_5,Type_1
0034_6,Type_2
0071_6,Type_1
0155_2,Type_1
0146_8,Type_1
0091_3,Type_2
0048_2,Type_2
0134_3,Type_1
0010_7,Type_1
0171_3,Type_2
0191_6,Type_1
0010_13,Type_1
0080_9,Type_1
0112_2,Type_1
0157_2,Type_1
0055_5,Type_2
0071_4,Type_1
0057_7,Type_1
0173_11,Type_1
0064_8,Type_2
0153_6,Type_1
0077_2,Type_2
0116_6,Type_2
0032_2,Type_1
0188_5,Type_1
0118_9,Type_1
0149_10,Type_1
0053_3,Type_1
0016_3,Type_1
0151_4,Type_2
0068_4,Type_1
0040_8,Type_1
0151_5,Type_2
0177_6,Type_1
0053_2,Type_1
0016_2,Type_1
0009_5,Type_1
0188_4,Type_3
0099_9,Type_1
0077_3,Type_2
0153_7,Type_1
0116_7,Type_2
0130_4,Type_1
0148_4,Type_1
0173_10,Type_1
0012_6,Type_1
0057_6,Type_1
0173_2,Type_1
0160_8,Type_2
0034_5,Type_2
0155_14,Type_1
0055_4,Type_1
0112_3,Type_1
0150_2,Type_2
0017_5,Type_1
0188_10,Type_1
0094_3,Type_2
0069_3,Type_1
0108_7,Type_1
0076_4,Type_1
0174_3,Type_1
0131_3,Type_1
0169_6,Type_1
0008_2,Type_1
0189_3,Type_2
0137_5,Type_1
0026_8,Type_2
0111_6,Type_1
0035_2,Type_1
0154_6,Type_2
0070_2,Type_2
0030_12,Type_1
0011_3,Type_1
0054_3,Type_2
0190_2,Type_2
0128_2,Type_2
0128_3,Type_2
0049_7,Type_2
0190_3,Type_2
0135_6,Type_1
0011_2,Type_1
0170_6,Type_1
0054_2,Type_2
0149_2,Type_2
0116_17,Type_2
0035_3,Type_1
0070_3,Type_2
0172_4,Type_1
0189_2,Type_2
0169_7,Type_1
0174_2,Type_1
0131_2,Type_1
0033_5,Type_2
0069_2,Type_1
0094_2,Type_2
0087_8,Type_1
0196_5,Type_1
0052_4,Type_1
0176_2,Type_3
0017_6,Type_1
0031_5,Type_2
0108_4,Type_1
0015_4,Type_1
0104_9,Type_1
0152_3,Type_1
0096_2,Type_2
0194_5,Type_1
0000_8,Type_2
0118_10,Type_1
0013_2,Type_1
0056_2,Type_2
0192_3,Type_1
0037_3,Type_2
0072_3,Type_1
0135_4,Type_1
0049_5,Type_2
0170_5,Type_1
0153_10,Type_1
0037_2,Type_2
0072_2,Type_1
0116_14,Type_2
0192_2,Type_1
0013_3,Type_1
0056_3,Type_2
0154_4,Type_2
0111_4,Type_1
0169_4,Type_1
0096_3,Type_2
0152_2,Type_1
0117_2,Type_1
0141_8,Type_2
0196_6,Type_1
0074_4,Type_1
0052_7,Type_1
0104_10,Type_1
0196_2,Type_2
0017_3,Type_1
0052_3,Type_1
0176_7,Type_1
0150_4,Type_2
0079_10,Type_1
0096_7,Type_2
0117_6,Type_1
0033_2,Type_1
0076_2,Type_1
0189_5,Type_2
0070_4,Type_2
0172_3,Type_1
0056_7,Type_2
0137_3,Type_1
0013_7,Type_1
0149_5,Type_1
0156_2,Type_1
0011_5,Type_1
0128_4,Type_2
0156_3,Type_1
0037_7,Type_2
0149_4,Type_1
0172_2,Type_1
0013_6,Type_1
0137_2,Type_1
0124_8,Type_2
0098_9,Type_2
0033_3,Type_1
0174_4,Type_1
0131_4,Type_1
0069_4,Type_1
0150_5,Type_2
0017_2,Type_1
0176_6,Type_1
0052_2,Type_1
0186_10,Type_1
0031_3,Type_2
0108_2,Type_1
0194_3,Type_1
0131_6,Type_1
0098_10,Type_2
0015_2,Type_1
0090_2,Type_1
0192_5,Type_1
0154_3,Type_2
0170_2,Type_1
0135_2,Type_1
0049_2,Type_2
0170_3,Type_1
0054_7,Type_2
0149_7,Type_1
0154_2,Type_2
0111_2,Type_1
0013_5,Type_1
0056_5,Type_2
0192_4,Type_1
0116_12,Type_2
0169_2,Type_1
0189_7,Type_2
0015_3,Type_1
0152_4,Type_1
0117_4,Type_1
0096_5,Type_2
0194_2,Type_1
0069_7,Type_1
0089_2,Type_2
0031_2,Type_2
0150_6,Type_2
0074_2,Type_1
0094_7,Type_1
