idx,meci_type
0051_4,0185_7
0116_3,0067_5
0153_3,0067_5
0097_2,0139_2
0168_5,0185_7
0079_8,0185_7
0071_11,0067_5
0016_6,0185_7
0132_2,0067_5
0177_2,0185_7
0075_5,0185_7
0030_5,0185_7
0199_9,0067_5
0109_5,0185_7
0132_3,0067_5
0177_3,0185_7
0053_7,0185_7
0071_10,0043_4
0079_9,0185_7
0097_3,0185_7
0032_6,0185_7
0116_2,0043_4
0153_2,0067_5
0051_5,0185_7
0157_14,0185_7
0029_5,0185_7
0193_2,0185_7
0057_3,0185_7
0155_11,0185_7
0155_4,0185_7
0048_4,0067_5
0171_5,0067_5
0157_6,0139_2
0073_2,0185_7
0171_7,0067_5
0157_4,0185_7
0191_2,0185_7
0048_6,0067_5
0129_2,0185_7
0173_5,0139_2
0155_6,0185_7
0071_2,0185_7
0155_13,0185_7
0034_2,0067_5
0026_16,0067_5
0077_4,0067_5
0032_4,0185_7
0130_3,0185_7
0014_7,0185_7
0175_3,0185_7
0009_2,0185_7
0114_2,0067_5
0151_2,0143_2
0142_8,0185_7
0016_5,0185_7
0068_3,0043_4
0068_2,0067_5
0095_2,0067_5
0142_9,0185_7
0053_4,0139_2
0030_7,0185_7
0151_3,0143_2
0075_7,0185_7
0188_2,0188_3
0014_6,0185_7
0130_2,0185_7
0175_2,0185_7
0032_5,0185_7
0148_2,0185_7
0029_6,0185_7
0155_7,0185_7
0034_3,0067_5
0155_12,0185_7
0173_4,0185_7
0062_9,0185_7
0129_3,0185_7
0191_3,0185_7
0112_5,0185_7
0055_2,0185_7
0134_6,0185_7
0010_2,0185_7
0191_7,0185_7
0010_6,0185_7
0134_2,0185_7
0171_2,0067_5
0073_5,0185_7
0048_3,0065_3
0091_2,0067_5
0193_5,0185_7
0012_4,0185_7
0029_2,0139_2
0173_12,0185_7
0148_6,0185_7
0097_4,0185_7
0186_9,0185_7
0116_5,0067_5
0153_5,0185_7
0175_6,0139_2
0051_2,0185_7
0157_13,0185_7
0014_2,0185_7
0188_6,0185_7
0009_7,0043_4
0075_3,0185_7
0030_3,0185_7
0132_4,0067_5
0177_4,0185_7
0088_3,0185_7
0068_6,0185_7
0109_2,0185_7
0068_7,0185_7
0109_3,0185_7
0088_2,0185_7
0075_2,0185_7
0030_2,0185_7
0168_2,0067_5
0009_6,0185_7
0051_3,0185_7
0175_7,0139_2
0116_4,0043_4
0153_4,0067_5
0097_5,0185_7
0034_6,0067_5
0071_6,0185_7
0155_2,0185_7
0146_8,0185_7
0091_3,0067_5
0048_2,0067_5
0134_3,0185_7
0010_7,0185_7
0171_3,0067_5
0191_6,0185_7
0010_13,0185_7
0080_9,0181_4
0112_2,0185_7
0157_2,0185_7
0055_5,0067_5
0071_4,0185_7
0057_7,0185_7
0173_11,0185_7
0064_8,0067_5
0153_6,0185_7
0077_2,0067_5
0116_6,0067_5
0032_2,0185_7
0188_5,0185_7
0118_9,0185_7
0149_10,0185_7
0053_3,0185_7
0016_3,0185_7
0151_4,0067_5
0068_4,0185_7
0040_8,0185_7
0151_5,0067_5
0177_6,0185_7
0053_2,0139_2
0016_2,0185_7
0009_5,0185_7
0188_4,0188_3
0099_9,0185_7
0077_3,0043_4
0153_7,0185_7
0116_7,0067_5
0130_4,0185_7
0148_4,0185_7
0173_10,0185_7
0012_6,0139_2
0057_6,0185_7
0173_2,0185_7
0160_8,0067_5
0034_5,0067_5
0155_14,0185_7
0055_4,0185_7
0112_3,0185_7
0150_2,0067_5
0017_5,0185_7
0188_10,0185_7
0094_3,0067_5
0069_3,0185_7
0108_7,0185_7
0076_4,0185_7
0174_3,0185_7
0131_3,0185_7
0169_6,0185_7
0008_2,0185_7
0189_3,0067_5
0137_5,0185_7
0026_8,0143_2
0111_6,0185_7
0035_2,0185_7
0154_6,0067_5
0070_2,0067_5
0030_12,0185_7
0011_3,0185_7
0054_3,0067_5
0190_2,0043_4
0128_2,0067_5
0128_3,0067_5
0049_7,0043_4
0190_3,0067_5
0135_6,0185_7
0011_2,0185_7
0170_6,0185_7
0054_2,0067_5
0149_2,0067_5
0116_17,0067_5
0035_3,0185_7
0070_3,0067_5
0172_4,0185_7
0189_2,0067_5
0169_7,0185_7
0174_2,0185_7
0131_2,0139_2
0033_5,0067_5
0069_2,0185_7
0094_2,0067_5
0087_8,0185_7
0196_5,0139_2
0052_4,0185_7
0176_2,0188_3
0017_6,0185_7
0031_5,0067_5
0108_4,0185_7
0015_4,0185_7
0104_9,0185_7
0152_3,0185_7
0096_2,0067_5
0194_5,0185_7
0000_8,0143_2
0118_10,0185_7
0013_2,0185_7
0056_2,0067_5
0192_3,0139_2
0037_3,0067_5
0072_3,0185_7
0135_4,0185_7
0049_5,0067_5
0170_5,0185_7
0153_10,0185_7
0037_2,0067_5
0072_2,0185_7
0116_14,0067_5
0192_2,0185_7
0013_3,0139_2
0056_3,0067_5
0154_4,0067_5
0111_4,0185_7
0169_4,0185_7
0096_3,0043_4
0152_2,0185_7
0117_2,0185_7
0141_8,0043_4
0196_6,0185_7
0074_4,0185_7
0052_7,0185_7
0104_10,0185_7
0196_2,0067_5
0017_3,0185_7
0052_3,0185_7
0176_7,0185_7
0150_4,0043_4
0079_10,0185_7
0096_7,0067_5
0117_6,0185_7
0033_2,0185_7
0076_2,0185_7
0189_5,0043_4
0070_4,0067_5
0172_3,0185_7
0056_7,0067_5
0137_3,0185_7
0013_7,0185_7
0149_5,0185_7
0156_2,0185_7
0011_5,0185_7
0128_4,0067_5
0156_3,0185_7
0037_7,0067_5
0149_4,0185_7
0172_2,0185_7
0013_6,0185_7
0137_2,0185_7
0124_8,0067_5
0098_9,0143_2
0033_3,0185_7
0174_4,0185_7
0131_4,0185_7
0069_4,0185_7
0150_5,0043_4
0017_2,0185_7
0176_6,0185_7
0052_2,0139_2
0186_10,0185_7
0031_3,0067_5
0108_2,0185_7
0194_3,0185_7
0131_6,0185_7
0098_10,0043_4
0015_2,0185_7
0090_2,0185_7
0192_5,0185_7
0154_3,0067_5
0170_2,0185_7
0135_2,0185_7
0049_2,0067_5
0170_3,0185_7
0054_7,0067_5
0149_7,0185_7
0154_2,0067_5
0111_2,0185_7
0013_5,0185_7
0056_5,0067_5
0192_4,0185_7
0116_12,0067_5
0169_2,0185_7
0189_7,0043_4
0015_3,0139_2
0152_4,0139_2
0117_4,0185_7
0096_5,0067_5
0194_2,0185_7
0069_7,0185_7
0089_2,0067_5
0031_2,0067_5
0150_6,0065_3
0074_2,0139_2
0094_7,0185_7
