idx,meci_type
0084_9,0178_7
0059_11,0081_15
0077_6,0081_15
0140_8,0178_7
0014_5,0070_13
0105_8,0178_7
0126_14,0070_13
0026_14,0081_15
0173_15,0178_7
0180_8,0081_15
0082_13,0081_15
0091_5,0081_15
0000_10,0081_15
0055_11,0081_15
0173_7,0178_7
0012_3,0178_7
0044_9,0070_13
0163_10,0081_15
0010_15,0070_13
0134_5,0081_15
0017_20,0070_13
0112_6,0178_7
0055_3,0178_7
0010_3,0070_13
0134_7,0178_7
0112_4,0178_7
0046_9,0070_13
0010_17,0178_7
0062_8,0178_7
0091_7,0081_15
0082_11,0081_15
0000_12,0070_13
0148_3,0178_7
0029_7,0178_7
0126_16,0178_7
0166_9,0081_15
0123_9,0178_7
0157_16,0070_13
0051_7,0178_7
0080_14,0070_13
0180_14,0081_15
0059_13,0070_13
0071_12,0081_15
0171_12,0081_15
0168_6,0070_13
0124_13,0178_7
0030_6,0178_7
0075_6,0178_7
0053_5,0178_7
0086_9,0070_13
0095_3,0081_15
0112_12,0178_7
0149_16,0081_15
0109_7,0178_7
0034_16,0081_15
0088_6,0178_7
0201_15,0081_15
0201_14,0070_13
0088_7,0178_7
0109_6,0178_7
0112_13,0178_7
0190_10,0070_13
0086_8,0178_7
0016_4,0178_7
0114_3,0081_15
0124_12,0070_13
0009_3,0070_13
0168_7,0070_13
0171_13,0081_15
0071_13,0070_13
0059_12,0070_13
0080_15,0081_15
0157_17,0178_7
0051_6,0178_7
0077_5,0081_15
0166_8,0070_13
0123_8,0178_7
0126_17,0070_13
0173_16,0070_13
0000_13,0081_15
0082_10,0081_15
0091_6,0081_15
0071_3,0178_7
0048_7,0081_15
0010_16,0070_13
0046_8,0178_7
0157_5,0178_7
0171_6,0081_15
0010_12,0178_7
0055_6,0081_15
0162_8,0178_7
0082_14,0070_13
0000_17,0070_13
0082_8,0070_13
0146_9,0178_7
0057_4,0178_7
0155_16,0178_7
0034_7,0081_15
0155_3,0178_7
0071_7,0178_7
0126_13,0081_15
0026_13,0070_13
0080_11,0178_7
0180_11,0178_7
0042_8,0081_15
0130_6,0178_7
0171_17,0081_15
0168_3,0081_15
0149_13,0070_13
0095_6,0070_13
0151_7,0081_15
0023_9,0081_15
0066_9,0081_15
0034_13,0081_15
0134_13,0178_7
0201_10,0070_13
0061_12,0178_7
0061_13,0070_13
0134_12,0070_13
0201_11,0081_15
0034_12,0081_15
0023_8,0081_15
0132_5,0081_15
0066_8,0070_13
0177_5,0081_15
0151_6,0081_15
0114_6,0070_13
0149_12,0178_7
0112_16,0081_15
0049_12,0070_13
0171_16,0081_15
0188_7,0200_15
0014_3,0178_7
0130_7,0081_15
0157_12,0178_7
0186_8,0178_7
0180_10,0178_7
0080_10,0178_7
0029_3,0178_7
0148_7,0178_7
0173_13,0070_13
0026_12,0070_13
0126_12,0081_15
0155_17,0178_7
0057_5,0178_7
0012_5,0178_7
0000_16,0070_13
0082_9,0081_15
0193_4,0178_7
0082_15,0081_15
0129_6,0070_13
0162_9,0070_13
0073_4,0178_7
0055_7,0081_15
0192_10,0070_13
0191_4,0178_7
0017_18,0081_15
0010_11,0178_7
0073_6,0081_15
0144_8,0178_7
0142_19,0070_13
0010_5,0081_15
0129_4,0178_7
0200_8,0070_13
0193_6,0070_13
0000_14,0081_15
0160_9,0081_15
0155_15,0178_7
0034_4,0081_15
0012_7,0070_13
0173_3,0178_7
0026_10,0070_13
0126_10,0081_15
0148_5,0178_7
0059_8,0070_13
0180_12,0081_15
0097_7,0178_7
0080_12,0070_13
0157_10,0178_7
0021_8,0081_15
0130_5,0178_7
0175_5,0178_7
0057_10,0178_7
0099_8,0178_7
0009_4,0070_13
0171_14,0081_15
0071_14,0070_13
0112_14,0178_7
0095_5,0081_15
0049_10,0070_13
0177_7,0178_7
0132_7,0081_15
0114_4,0081_15
0040_9,0178_7
0201_13,0070_13
0134_10,0178_7
0034_10,0070_13
0061_11,0081_15
0068_5,0178_7
0061_10,0178_7
0034_11,0081_15
0201_12,0081_15
0134_11,0178_7
0114_5,0081_15
0132_6,0070_13
0049_11,0081_15
0095_4,0081_15
0112_15,0178_7
0149_11,0178_7
0118_8,0081_15
0171_15,0081_15
0124_14,0178_7
0057_11,0178_7
0032_3,0178_7
0021_9,0081_15
0157_11,0178_7
0175_4,0178_7
0064_9,0081_15
0080_13,0081_15
0180_13,0081_15
0097_6,0178_7
0059_9,0070_13
0126_11,0200_15
0026_11,0070_13
0071_5,0178_7
0082_16,0178_7
0193_7,0178_7
0000_15,0070_13
0200_9,0178_7
0129_5,0178_7
0142_18,0070_13
0144_9,0178_7
0010_4,0070_13
0157_3,0178_7
0073_7,0070_13
0017_19,0081_15
0010_10,0178_7
0191_5,0178_7
0080_8,0178_7
0074_6,0178_7
0031_6,0081_15
0106_8,0070_13
0143_8,0081_15
0052_5,0178_7
0196_4,0081_15
0186_15,0081_15
0087_9,0178_7
0104_16,0081_15
0177_13,0081_15
0122_12,0070_13
0041_12,0081_15
0033_4,0178_7
0122_9,0070_13
0198_15,0070_13
0141_12,0070_13
0098_15,0144_11
0015_7,0070_13
0096_10,0081_15
0194_6,0178_7
0169_13,0178_7
0172_5,0178_7
0063_8,0178_7
0118_13,0081_15
0193_20,0081_15
0116_16,0070_13
0194_15,0178_7
0065_13,0081_15
0149_3,0070_13
0135_7,0178_7
0153_12,0178_7
0170_7,0081_15
0047_9,0070_13
0156_4,0070_13
0053_12,0081_15
0183_8,0081_15
0084_10,0178_7
0106_13,0081_15
0175_16,0081_15
0049_6,0081_15
0106_12,0081_15
0084_11,0070_13
0183_9,0081_15
0156_5,0070_13
0047_8,0178_7
0053_13,0081_15
0153_13,0070_13
0030_13,0070_13
0065_12,0081_15
0194_14,0178_7
0090_6,0070_13
0193_21,0081_15
0118_12,0178_7
0111_7,0178_7
0154_7,0081_15
0063_9,0070_13
0026_9,0081_15
0137_4,0178_7
0169_12,0081_15
0008_3,0178_7
0096_11,0081_15
0194_7,0178_7
0015_6,0178_7
0098_14,0081_15
0122_8,0081_15
0198_14,0070_13
0167_8,0081_15
0076_5,0178_7
0177_12,0081_15
0108_6,0178_7
0186_14,0070_13
0017_4,0178_7
0106_9,0070_13
0188_11,0178_7
0143_9,0081_15
0150_3,0081_15
0074_7,0178_7
0031_7,0200_15
0052_6,0178_7
0188_13,0081_15
0051_14,0081_15
0120_8,0178_7
0074_5,0178_7
0151_14,0070_13
0104_15,0081_15
0196_7,0178_7
0019_9,0081_15
0177_10,0178_7
0198_8,0178_7
0089_5,0081_15
0122_11,0070_13
0146_18,0070_13
0098_16,0070_13
0141_9,0081_15
0141_11,0070_13
0076_7,0081_15
0198_16,0081_15
0117_3,0178_7
0041_11,0081_15
0033_7,0178_7
0014_10,0081_15
0085_8,0081_15
0096_13,0081_15
0078_8,0081_15
0169_5,0178_7
0169_10,0081_15
0154_5,0081_15
0111_5,0178_7
0193_23,0070_13
0137_6,0178_7
0172_6,0178_7
0194_16,0178_7
0116_15,0081_15
0181_9,0070_13
0090_4,0178_7
0139_9,0178_7
0065_10,0081_15
0030_11,0178_7
0053_11,0081_15
0156_7,0070_13
0061_9,0070_13
0153_11,0178_7
0170_4,0178_7
0084_13,0178_7
0106_10,0081_15
0158_8,0178_7
0175_15,0178_7
0158_9,0178_7
0049_4,0081_15
0175_14,0178_7
0106_11,0081_15
0084_12,0070_13
0061_8,0178_7
0135_5,0178_7
0053_10,0081_15
0156_6,0070_13
0030_10,0178_7
0062_18,0081_15
0065_11,0178_7
0139_8,0178_7
0090_5,0178_7
0181_8,0070_13
0137_7,0178_7
0172_7,0070_13
0193_22,0081_15
0118_11,0178_7
0000_9,0081_15
0169_11,0081_15
0078_9,0081_15
0194_4,0178_7
0085_9,0081_15
0096_12,0081_15
0014_11,0178_7
0076_6,0178_7
0033_6,0081_15
0041_10,0081_15
0104_8,0178_7
0015_5,0178_7
0098_17,0178_7
0141_10,0070_13
0079_14,0081_15
0122_10,0070_13
0089_4,0070_13
0198_9,0178_7
0177_11,0178_7
0019_8,0081_15
0108_5,0178_7
0104_14,0081_15
0031_4,0081_15
0151_15,0070_13
0176_3,0144_11
0188_12,0178_7
0017_7,0178_7
0094_5,0070_13
0185_8,0178_7
0186_13,0178_7
0051_11,0070_13
0151_11,0081_15
0041_9,0081_15
0069_5,0178_7
0178_8,0178_7
0177_15,0081_15
0174_5,0178_7
0065_8,0081_15
0131_5,0178_7
0020_8,0081_15
0098_13,0081_15
0152_6,0070_13
0198_13,0081_15
0098_8,0081_15
0119_9,0144_11
0008_4,0178_7
0067_10,0081_15
0016_10,0081_15
0192_6,0081_15
0194_13,0178_7
0094_13,0070_13
0116_10,0070_13
0118_15,0081_15
0035_4,0178_7
0124_9,0081_15
0143_11,0081_15
0044_18,0070_13
0030_14,0070_13
0139_18,0144_11
0058_8,0070_13
0190_4,0081_15
0081_9,0070_13
0084_16,0081_15
0072_6,0081_15
0053_14,0070_13
0037_6,0081_15
0108_10,0081_15
0054_5,0013_14
0153_14,0081_15
0075_10,0070_13
0039_9,0070_13
0175_10,0178_7
0175_11,0178_7
0039_8,0178_7
0128_5,0081_15
0011_4,0178_7
0153_15,0081_15
0054_4,0070_13
0072_7,0081_15
0053_15,0070_13
0081_8,0070_13
0190_5,0081_15
0106_14,0081_15
0058_9,0070_13
0044_19,0070_13
0056_6,0081_15
0043_10,0178_7
0035_5,0178_7
0118_14,0081_15
0143_10,0081_15
0070_5,0081_15
0116_11,0081_15
0094_12,0070_13
0194_12,0178_7
0192_7,0070_13
0016_11,0081_15
0067_11,0081_15
0119_8,0081_15
0189_4,0081_15
0117_7,0178_7
0198_12,0081_15
0076_3,0178_7
0065_9,0178_7
0098_12,0081_15
0020_9,0081_15
0096_6,0081_15
0178_9,0081_15
0177_14,0178_7
0079_11,0178_7
0041_8,0070_13
0151_10,0178_7
0051_10,0070_13
0186_12,0070_13
0196_3,0081_15
0104_11,0178_7
0086_12,0178_7
0185_9,0178_7
0094_4,0178_7
0094_6,0081_15
0086_10,0081_15
0104_13,0081_15
0074_3,0178_7
0151_12,0070_13
0150_7,0081_15
0188_15,0070_13
0067_9,0081_15
0176_4,0081_15
0051_12,0070_13
0079_13,0081_15
0089_3,0070_13
0177_16,0081_15
0069_6,0178_7
0187_9,0070_13
0096_4,0081_15
0152_5,0178_7
0043_8,0081_15
0198_10,0178_7
0117_5,0178_7
0174_6,0081_15
0189_6,0081_15
0169_3,0178_7
0094_10,0178_7
0116_13,0081_15
0083_8,0178_7
0016_13,0070_13
0194_10,0081_15
0193_19,0178_7
0013_4,0178_7
0056_4,0081_15
0070_7,0081_15
0143_12,0081_15
0111_3,0178_7
0118_16,0178_7
0035_7,0070_13
0193_25,0070_13
0149_6,0081_15
0084_15,0081_15
0190_7,0081_15
0054_6,0081_15
0153_17,0081_15
0011_6,0178_7
0126_8,0081_15
0053_17,0070_13
0037_5,0081_15
0163_8,0081_15
0072_5,0081_15
0049_3,0081_15
0128_7,0081_15
0175_13,0081_15
0175_12,0178_7
0128_6,0081_15
0037_4,0081_15
0053_16,0070_13
0126_9,0070_13
0072_4,0178_7
0163_9,0081_15
0153_16,0070_13
0135_3,0178_7
0011_7,0178_7
0084_14,0081_15
0190_6,0081_15
0070_6,0081_15
0193_24,0070_13
0035_6,0070_13
0118_17,0070_13
0194_11,0081_15
0016_12,0081_15
0083_9,0070_13
0193_18,0081_15
0094_11,0178_7
0090_3,0178_7
0098_11,0081_15
0131_7,0178_7
0174_7,0178_7
0198_11,0081_15
0043_9,0070_13
0187_8,0178_7
0177_17,0081_15
0108_3,0178_7
0079_12,0178_7
0176_5,0081_15
0067_8,0081_15
0188_14,0178_7
0051_13,0070_13
0151_13,0070_13
0104_12,0081_15
0086_11,0200_15
0186_11,0178_7
